ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
110193,Rosa Pompanin,Female,22.0,174 cm,58 kg,Italy,ITA,2006 Winter Olympics,2006,Winter,,Curling,"Curling, Women",
110197,Mari Pehkonen,Female,21.0,170 cm,66 kg,Finland,FIN,2006 Winter Olympics,2006,Winter,,Ice Hockey (Ice Hockey),"Ice Hockey, Women",
110200,Satu Kiipeli,Female,26.0,174 cm,72 kg,Finland,FIN,2006 Winter Olympics,2006,Winter,,Ice Hockey (Ice Hockey),"Ice Hockey, Women",
110211,Jenny Tamas,Female,16.0,173 cm,63 kg,Germany,GER,2006 Winter Olympics,2006,Winter,,Ice Hockey (Ice Hockey),"Ice Hockey, Women",
110210,Franziska Busch,Female,21.0,163 cm,69 kg,Germany,GER,2006 Winter Olympics,2006,Winter,,Ice Hockey (Ice Hockey),"Ice Hockey, Women",
110210,Franziska Busch,Female,29.0,163 cm,69 kg,Germany,GER,2014 Winter Olympics,2014,Winter,,Ice Hockey (Ice Hockey),"Ice Hockey, Women",
110212,Susann Götz,Female,24.0,163 cm,67 kg,Germany,GER,2006 Winter Olympics,2006,Winter,,Ice Hockey (Ice Hockey),"Ice Hockey, Women",
110212,Susann Götz,Female,32.0,163 cm,67 kg,Germany,GER,2014 Winter Olympics,2014,Winter,,Ice Hockey (Ice Hockey),"Ice Hockey, Women",
110213,Nikola Holmes,Female,25.0,178 cm,69 kg,Germany,GER,2006 Winter Olympics,2006,Winter,,Ice Hockey (Ice Hockey),"Ice Hockey, Women",
110214,Denise Soesilo,Female,19.0,167 cm,50 kg,Germany,GER,2006 Winter Olympics,2006,Winter,,Ice Hockey (Ice Hockey),"Ice Hockey, Women",
110218,Kristina Lundberg,Female,21.0,172 cm,86 kg,Sweden,SWE,2006 Winter Olympics,2006,Winter,,Ice Hockey (Ice Hockey),"Ice Hockey, Women",Silver
110215,Sara Seiler,Female,23.0,169 cm,65 kg,Germany,GER,2006 Winter Olympics,2006,Winter,,Ice Hockey (Ice Hockey),"Ice Hockey, Women",
110215,Sara Seiler,Female,31.0,169 cm,65 kg,Germany,GER,2014 Winter Olympics,2014,Winter,,Ice Hockey (Ice Hockey),"Ice Hockey, Women",
