ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
40005,Miroslav Koníček,Male,24.0,167 cm,52 kg,Czechoslovakia,TCH,1960 Summer Olympics,1960,Summer,,Rowing,"Coxed Fours, Men",
40005,Miroslav Koníček,Male,24.0,167 cm,52 kg,Czechoslovakia,TCH,1960 Summer Olympics,1960,Summer,,Rowing,"Eights, Men",Bronze
40005,Miroslav Koníček,Male,28.0,167 cm,52 kg,Czechoslovakia,TCH,1964 Summer Olympics,1964,Summer,,Rowing,"Eights, Men",Bronze
40002,Miroslav Knapek,Male,21.0,183 cm,83 kg,Vojtěch Caska,TCH,1976 Summer Olympics,1976,Summer,,Rowing,"Coxless Pairs, Men",
40002,Miroslav Knapek,Male,25.0,183 cm,83 kg,Miroslav Vraštil,TCH,1980 Summer Olympics,1980,Summer,,Rowing,"Coxless Pairs, Men",
40004,Karel Kolesa,Male,26.0,187 cm,87 kg,Czechoslovakia,TCH,1968 Summer Olympics,1968,Summer,,Rowing,"Coxed Pairs, Men",
40004,Karel Kolesa,Male,26.0,187 cm,87 kg,Czechoslovakia,TCH,1968 Summer Olympics,1968,Summer,,Rowing,"Eights, Men",
40001,Karel Karafiát,Male,23.0,187 cm,75 kg,Czechoslovakia,TCH,1964 Summer Olympics,1964,Summer,,Rowing,"Coxed Fours, Men",
40003,František Kobzík,Male,22.0,,,Czechoslovakia,TCH,1936 Summer Olympics,1936,Summer,,Rowing,"Eights, Men",
40006,Pavel Konvička,Male,20.0,186 cm,85 kg,Czechoslovakia,TCH,1972 Summer Olympics,1972,Summer,,Rowing,"Eights, Men",
40006,Pavel Konvička,Male,24.0,186 cm,85 kg,Czechoslovakia,TCH,1976 Summer Olympics,1976,Summer,,Rowing,"Eights, Men",
40006,Pavel Konvička,Male,28.0,186 cm,85 kg,Czechoslovakia,TCH,1980 Summer Olympics,1980,Summer,,Rowing,"Coxed Fours, Men",
40008,Karel Kovář,Male,26.0,162 cm,50 kg,Czechoslovakia,TCH,1968 Summer Olympics,1968,Summer,,Rowing,"Coxed Pairs, Men",
40009,Václav Kozák,Male,23.0,179 cm,78 kg,Pavel Schmidt,TCH,1960 Summer Olympics,1960,Summer,,Rowing,"Double Sculls, Men",Gold
40009,Václav Kozák,Male,27.0,179 cm,78 kg,,TCH,1964 Summer Olympics,1964,Summer,,Rowing,"Single Sculls, Men",
40009,Václav Kozák,Male,31.0,179 cm,78 kg,,TCH,1968 Summer Olympics,1968,Summer,,Rowing,"Single Sculls, Men",
