ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
50004,George Godfrey,Male,24.0,,,,RSA,1912 Summer Olympics,1912,Summer,,Swimming (Aquatics),"100 metres Freestyle, Men",
50004,George Godfrey,Male,24.0,,,,RSA,1912 Summer Olympics,1912,Summer,,Swimming (Aquatics),"400 metres Freestyle, Men",
50004,George Godfrey,Male,24.0,,,,RSA,1912 Summer Olympics,1912,Summer,,Swimming (Aquatics),"1,500 metres Freestyle, Men",
50004,George Godfrey,Male,24.0,,,,RSA,1912 Summer Olympics,1912,Summer,,Swimming (Aquatics),"100 metres Backstroke, Men",
50004,George Godfrey,Male,24.0,,,,RSA,1912 Summer Olympics,1912,Summer,,Swimming (Aquatics),"200 metres Breaststroke, Men",
50004,George Godfrey,Male,24.0,,,,RSA,1912 Summer Olympics,1912,Summer,,Swimming (Aquatics),"400 metres Breaststroke, Men",
50006,Don Johnston,Male,19.0,,,,RSA,1948 Summer Olympics,1948,Summer,,Swimming (Aquatics),"400 metres Freestyle, Men",
50006,Don Johnston,Male,19.0,,,,RSA,1948 Summer Olympics,1948,Summer,,Swimming (Aquatics),"1,500 metres Freestyle, Men",
50001,Peter Duncan,Male,17.0,,,,RSA,1952 Summer Olympics,1952,Summer,,Swimming (Aquatics),"400 metres Freestyle, Men",
50001,Peter Duncan,Male,17.0,,,,RSA,1952 Summer Olympics,1952,Summer,,Swimming (Aquatics),"1,500 metres Freestyle, Men",
50001,Peter Duncan,Male,17.0,,,South Africa,RSA,1952 Summer Olympics,1952,Summer,,Swimming (Aquatics),"4 × 200 metres Freestyle Relay, Men",
50001,Peter Duncan,Male,21.0,,,,RSA,1956 Summer Olympics,1956,Summer,,Swimming (Aquatics),"100 metres Freestyle, Men",
50001,Peter Duncan,Male,21.0,,,,RSA,1956 Summer Olympics,1956,Summer,,Swimming (Aquatics),"400 metres Freestyle, Men",
50001,Peter Duncan,Male,21.0,,,,RSA,1956 Summer Olympics,1956,Summer,,Swimming (Aquatics),"1,500 metres Freestyle, Men",
50001,Peter Duncan,Male,21.0,,,South Africa,RSA,1956 Summer Olympics,1956,Summer,,Swimming (Aquatics),"4 × 200 metres Freestyle Relay, Men",
50003,Dennis Ford,Male,21.0,191 cm,,,RSA,1952 Summer Olympics,1952,Summer,,Swimming (Aquatics),"100 metres Freestyle, Men",
50003,Dennis Ford,Male,21.0,191 cm,,,RSA,1952 Summer Olympics,1952,Summer,,Swimming (Aquatics),"400 metres Freestyle, Men",
50003,Dennis Ford,Male,21.0,191 cm,,,RSA,1952 Summer Olympics,1952,Summer,,Swimming (Aquatics),"1,500 metres Freestyle, Men",
50003,Dennis Ford,Male,21.0,191 cm,,South Africa,RSA,1952 Summer Olympics,1952,Summer,,Swimming (Aquatics),"4 × 200 metres Freestyle Relay, Men",
50003,Dennis Ford,Male,25.0,191 cm,,,RSA,1956 Summer Olympics,1956,Summer,,Swimming (Aquatics),"100 metres Freestyle, Men",
