ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
10005,Ben Kvanli,Male,21.0,175 cm,63 kg,,GUA,1996 Summer Olympics,1996,Summer,,Canoe Slalom (Canoeing),"Kayak Singles, Slalom, Men",
10001,Christoph Wolf,Male,23.0,182 cm,83 kg,,FRG,1984 Summer Olympics,1984,Summer,,Canoe Sprint (Canoeing),"Kayak Singles, 1,000 metres, Men",
10003,Holger Zander,Male,21.0,176 cm,78 kg,Heinz Büker,GER,1964 Summer Olympics,1964,Summer,,Canoe Sprint (Canoeing),"Kayak Doubles, 1,000 metres, Men",Bronze
10003,Holger Zander,Male,21.0,176 cm,78 kg,Unified Team of Germany,GER,1964 Summer Olympics,1964,Summer,,Canoe Sprint (Canoeing),"Kayak Fours, 1,000 metres, Men",Silver
10003,Holger Zander,Male,25.0,176 cm,78 kg,Berni Schulze,FRG,1968 Summer Olympics,1968,Summer,,Canoe Sprint (Canoeing),"Kayak Doubles, 1,000 metres, Men",
10006,Ho Kim Fai,Female,22.0,164 cm,60 kg,,HKG,1984 Summer Olympics,1984,Summer,,Canoe Sprint (Canoeing),"Kayak Singles, 500 metres, Women",
10006,Ho Kim Fai,Female,22.0,164 cm,60 kg,Kitty To,HKG,1984 Summer Olympics,1984,Summer,,Canoe Sprint (Canoeing),"Kayak Doubles, 500 metres, Women",
10006,Ho Kim Fai,Female,30.0,164 cm,60 kg,,HKG,1992 Summer Olympics,1992,Summer,,Rowing,"Single Sculls, Women",
10004,Thomas Zereske,Male,22.0,197 cm,95 kg,Alexander Schuck,GDR,1988 Summer Olympics,1988,Summer,,Canoe Sprint (Canoeing),"Canadian Doubles, 500 metres, Men",
10004,Thomas Zereske,Male,30.0,197 cm,95 kg,,GER,1996 Summer Olympics,1996,Summer,,Canoe Sprint (Canoeing),"Canadian Singles, 500 metres, Men",
10004,Thomas Zereske,Male,34.0,197 cm,95 kg,Christian Gille,GER,2000 Summer Olympics,2000,Summer,,Canoe Sprint (Canoeing),"Canadian Doubles, 500 metres, Men",
10002,Mark Zabel,Male,23.0,190 cm,86 kg,Germany,GER,1996 Summer Olympics,1996,Summer,,Canoe Sprint (Canoeing),"Kayak Fours, 1,000 metres, Men",Gold
10002,Mark Zabel,Male,27.0,190 cm,86 kg,Germany,GER,2000 Summer Olympics,2000,Summer,,Canoe Sprint (Canoeing),"Kayak Fours, 1,000 metres, Men",Silver
10002,Mark Zabel,Male,31.0,190 cm,86 kg,Germany,GER,2004 Summer Olympics,2004,Summer,,Canoe Sprint (Canoeing),"Kayak Fours, 1,000 metres, Men",Silver
10007,Kitty To,Female,27.0,165 cm,60 kg,Ho Kim Fai,HKG,1984 Summer Olympics,1984,Summer,,Canoe Sprint (Canoeing),"Kayak Doubles, 500 metres, Women",
10008,Cheung Chak Chuen,Male,27.0,180 cm,75 kg,Hong Kong,HKG,1984 Summer Olympics,1984,Summer,,Canoe Sprint (Canoeing),"Kayak Fours, 1,000 metres, Men",
10011,Kwan Honk Wai,Male,23.0,161 cm,53 kg,Hong Kong,HKG,1976 Summer Olympics,1976,Summer,,Canoe Sprint (Canoeing),"Kayak Fours, 1,000 metres, Men",
10010,Hui Cheong,Male,20.0,168 cm,58 kg,Ng Hin Wan,HKG,1976 Summer Olympics,1976,Summer,,Canoe Sprint (Canoeing),"Kayak Doubles, 500 metres, Men",
10010,Hui Cheong,Male,20.0,168 cm,58 kg,Ng Hin Wan,HKG,1976 Summer Olympics,1976,Summer,,Canoe Sprint (Canoeing),"Kayak Doubles, 1,000 metres, Men",
10009,Chung Arnold,Male,20.0,179 cm,70 kg,Luk Kwok Sun,HKG,1992 Summer Olympics,1992,Summer,,Canoe Sprint (Canoeing),"Kayak Doubles, 500 metres, Men",
10009,Chung Arnold,Male,20.0,179 cm,70 kg,Luk Kwok Sun,HKG,1992 Summer Olympics,1992,Summer,,Canoe Sprint (Canoeing),"Kayak Doubles, 1,000 metres, Men",
